#,App Name,App Link,Rating,Downloads,Version,Released,Last Updated,Developer Name,Developer Email,Developer Website,About the Developer / Address,About the App / Description
11,Disney+,https://play.google.com/store/apps/details?id=com.disney.disneyplus,4.316479,"500,000,000+",26.10.0+rc3-2026.06.13,"Nov 8, 2019","Jun 16, 2026",Disney,disneyplushelp@disney.com,https://help.disneyplus.com,,"Disney+ is the streaming home of your favorite stories. With beloved movies and series from Disney, Pixar, Marvel, Star Wars, National Geographic, there's always something to explore. Stream the latest movie releases, exclusive Original series, and highly anticipated matchups all in Disney+. Stream Originals like Marvel Studios’ Loki and fan favorites like Encanto and The Simpsons. With a Disney+ subscription plan you will get to experience: • Exclusive new Originals from Disney, Pixar, Marvel, Star Wars, and National Geographic. • Access to new releases, timeless classics, and past seasons of your favorite TV shows. •A live feed of ABC News and Streams that offer carefully curated, continuous programming based on seasonality or interest, from across the Disney+ library* • Over 100 titles in 4K UHD and HDR. • The ability to watch on multiple screens at once at no extra cost. • Multiple parental control features including Profile PIN and Kid-Proof Exit. Easily adjust a profile’s Content Rating settings for a viewing experience that suits everyone • IMAX Enhanced, see the full scale and scope with IMAX's expanded aspect ratio. Available with certain Marvel and Pixar titles and accessible on all devices where Disney+ is supported. • A curated selection of unlocked Hulu content in the Hulu hub within the Disney+ app.** • A curated selection of highly anticipated live sports events, ESPN Originals, and studio programming in the ESPN hub within the Disney+ app** For help with Disney+, please visit: http://help.disneyplus.com For our Subscriber Agreement and other policies please visit: https://disneyplus.com/legal/subscriber-agreement Your California Privacy Rights: https://www.disneyplus.com/legal/your-california-privacy-rights Do Not Sell My Information: https://www.disneyplus.com/legal/privacy-policy The content available on Disney+ may vary by region. Some titles shown above may not be available in your country. *Select Streams are currently available only with the Disney+ Premium plan. ABC News is not rated and will require a profile's Content Rating settings to be set to TV-MA. All other Streams are rated on a program-by-program basis. **Content subject to change. U.S. residents, 18+ only. A limited selection of content from Hulu and ESPN are now available to all Disney+ subscribers. To access the full ESPN on Disney+ and Hulu on Disney+ experiences, you must bundle those services with your Disney+ subscription."
12,Prime Video,https://play.google.com/store/apps/details?id=com.amazon.avod.thirdpartyclient,4.428843,"500,000,000+",Varies with device,"Aug 28, 2017","Jun 19, 2026",Amazon Mobile LLC,pv-android-feedback@amazon.com,http://www.primevideo.com,,"Watch movies, TV shows, live programming, and sports including Amazon MGM Studios-produced series and moviesRoad House, The Lord of the Rings: The Rings of Power, Fallout, Reacher, The Boys, and The Idea of You, and much more. Browse titles, search for your favorites, or enjoy movies and shows recommended just for you. App features: • Download videos to watch anywhere. • Rent or buy new-release movies and popular TV shows (availability varies by marketplace). • Cast from your phone or tablet to the big screen with Chromecast or FireTV. • Create multiple profiles so each person gets a personalized entertainment experience. • Go behind the scenes of movies and TV shows with exclusive X-Ray access, powered by IMDb. For our Terms of Use and usage rules, go to amazon.com/videoterms. Amazon, the Amazon logo, and Prime Video are trademarks of Amazon.com, Inc. or its affiliates."
13,YouTube Kids,https://play.google.com/store/apps/details?id=com.google.android.apps.youtube.kids,4.18714,"500,000,000+",Varies with device,"Feb 23, 2015","Jun 15, 2026",Google LLC,ytkids-support@google.com,https://support.google.com/youtubekids,,"Inspire your kids to uncover their unique interests Help your kids explore video content they love and parents trust, in an app made just for kids. With easy navigation tools and a suite of features, you can help your kids spend time online uncovering new interests, unleashing their imagination, and building their confidence in their own unique world. Help your kids grow at their own pace Your kids are unique, so they should only see content they're ready to explore. Decide what videos will help them make the most of their time online, then personalize individual profiles using custom content filters as they grow. - Help your youngest kids learn their ABCs, nurture their curiosity, and more in the Preschool mode. - Expand your kids interests to songs, cartoons, or DIY crafts in Younger mode. - Give your older kids the freedom to search popular music and gaming videos in Older mode. - Or hand-pick the videos, channels, and collections your kids can see in Approved Content Only mode. Rewatch videos and bond over favorites Quickly find your kids’ favorite videos and the content you’ve shared with them in the Watch it Again tab. Shape your kids’ viewing experience with Parental Controls Parental Control features help you limit what your kids watch and better guide their viewing experience. Our blocking process aims to help keep videos on YouTube Kids family-friendly and safe – but each family's preferences are unique. Don't like a video or channel, or see inappropriate content? Flag it for our team to review. Set a screen-time limit Encourage your kids to take a break in between exploring content. Use the Timer feature to freeze the app when screen time is up so your kids can apply their new skills to the real world. See important information - Parental setup is needed to ensure the best experience for your family. - Kids may see commercial content from YouTube creators that are not paid ads. - See The Privacy Notice for Google Accounts managed with Family Link for information on our privacy practices for signing in with a Google Account. - If your kids use the app without signing in with their Google Account, the YouTube Kids Privacy Notice applies."
14,The Roku App (Official),https://play.google.com/store/apps/details?id=com.roku.remote,4.728225,"100,000,000+",13.9.1.9060305,"Mar 2, 2012","Jun 20, 2026","Roku, Inc. & its affiliates",feedback@roku.com,http://www.roku.com,,"Get to know the must-have streaming sidekick! Use the free Roku® mobile app to: • Control your Roku devices with a convenient remote • Use your voice or keyboard to quickly search for entertainment • Enjoy private listening with headphones • Stream free movies, live TV, and more on the go with The Roku Channel • Cast media files from your phone, like videos and photos, to your TV • Add and launch channels on your Roku devices • Enter text on your Roku device more easily with your mobile keyboard You must connect your phone or tablet to the same wireless network as your Roku device to use certain features of the mobile app. Some features require a compatible Roku device and may require logging into your Roku account. Feature availability: • Voice search is available in English in the US, UK, and Canada. It’s also available in Spanish in Mexico and the US. • The Roku Channel can be viewed in the mobile app in the US only. • Some channels require payment, can change, and vary by country. For more information, go to http://support.roku.com Privacy Policy: go.roku.com/privacypolicy CA Privacy Notice: https://docs.roku.com/published/userprivacypolicy/en/us#userprivacypolicy-en_us-CCPA"
15,YouTube for Android TV,https://play.google.com/store/apps/details?id=com.google.android.youtube.tv,3.3372395,"500,000,000+",5.30.304,"Nov 3, 2014","Jun 16, 2026",Google LLC,apps-help@google.com,https://support.google.com/youtube?p=yt_androidtv,,"Experience YouTube on TV and transform your viewing experience beyond just movies and shows. Discover endless entertainment options for every moment, whether you have a few minutes or hours. Sign in to enjoy fresh, personalized content. Watch the latest content from your favorite creators, dive deep into your passions, learn new skills, and explore topics that inspire you. Stay informed with podcasts, live news, and sports. Find fresh music, watch blockbuster movies, and keep up with your favorite TV shows. Parents can also add and manage a kid account to guide your child’s discovery with content settings that you choose. With YouTube on your TV, there’s always something new to enjoy. It's an all-in-one, easy to use TV app for effortless and engaging entertainment at home."
16,Peacock TV: Stream TV & Movies,https://play.google.com/store/apps/details?id=com.peacocktv.peacockandroid,4.5246625,"50,000,000+",Varies with device,"Jul 13, 2020","Jun 5, 2026",Peacock TV LLC,support@help.peacocktv.com,https://www.peacocktv.com,,"Download Peacock, NBCUniversal’s streaming service. Peacock has all your favorite culturedefining entertainment, all in one place. With Peacock, stream exclusive Originals, fan-favorite movie franchises, thousands of TV shows, and current programming from Bravo and NBC. Stay up to date with the news and stream all your favorite live sports and events including Sunday Night Baseball, WNBA games, golf, La Copa Mundial de la FIFA™ 2026, and so much more. With PEACOCK PREMIUM, stream the full library of movies, episodes, and seasons — plus live sports and events. • Stream new movies from theaters, including films from Universal Pictures, Illumination, DreamWorks Animation, and Focus Features. • Exclusive Peacock Originals, including Love Island USA, The Five Star Weekend, Married at First Sight, The Traitors, and more. • Live sports, including MLB, golf, WNBA games, Tour de France 2026, and more. • The streaming home for your Bravo faves, including Below Deck, The Real Housewives, and Summer House. • Current-season NBC hits like America’s Got Talent, Law & Order, One Chicago, and American Ninja Warrior. • Peacock Channels – playing your favorite entertainment and news. Scroll less and watch more with SNL Vault, Dateline, NBC Sports on Peacock, NBC News NOW, TODAY All Day, and True Crime. • Hit Spanish-language TV shows and news from Telemundo. • Full library of Kids and Family entertainment. With PEACOCK PREMIUM PLUS, get everything included in Peacock Premium as well as: • No ads (limited exclusions)* • Stream your local NBC channel, 24/7. • Some titles available to watch offline. *Certain pages are sponsored, and some programming will still contain ads (channels, live sports and events, and a few shows and movies). With PEACOCK SELECT, you get: • Next-day TV from NBC and Bravo. • A selection of full seasons (excludes Peacock Originals) and 24/7 streaming channels of TV shows. Content availability may vary over time. Please note: Use of the Peacock app is limited to the United States and its territories. Video is accessible via 3G, 4G, 5G, LTE and Wi-Fi networks. Data charges may apply. If applicable, subscription charges begin after any promotional period of Peacock Premium/Peacock Premium Plus concludes. You will be charged on a recurring basis as described above, minus applied offers plus applicable taxes. Your subscription will auto-renew until you cancel. Cancel at any time by visiting your account in the Peacock App. By subscribing, you agree to the preceding subscription terms and our Terms of Use and Privacy Policy below. Learn more at www.peacocktv.com Terms of Use: www.peacocktv.com/terms Privacy Policy: www.peacocktv.com/privacy Customer Help: www.peacocktv.com/help Your Privacy Choices: https://www.nbcuniversal.com/privacy/notrtoo CA Notice: https://www.peacocktv.com/ca-notice This app features Nielsen proprietary measurement software, which will allow you to contribute to market research, like Nielsen’s TV Ratings. To learn more about our digital measurement products and your choices in regard to them, please visit http://www.nielsen.com/digitalprivacy for more information."
17,Paramount+,https://play.google.com/store/apps/details?id=com.cbs.app,4.1090717,"10,000,000+",16.14.0,"Oct 3, 2013","Jun 9, 2026","CBS Interactive, Inc.",help@paramountplus.com,http://www.paramountplus.com,,"Stream exclusive originals, blockbuster movies, live sports like NFL on CBS, UFC, and UEFA Champions League, all of SHOWTIME® (Premium plan only), and favorites from CBS, BET, Nickelodeon, Comedy Central, MTV, VH1, and more. - Watch full episodes on demand from hit series like Survivor, South Park, SpongeBob SquarePants and more. - Obsess over originals. Watch subscriber-only originals such as Landman, 1923 and Star Trek: Strange New Worlds. - Stream UFC live and on demand. Catch all Numbered Events and Fight Nights, plus a huge library of iconic fights and finishes. - Make every night a movie night with blockbuster hits and fan-favorite films from Paramount Pictures, MGM and more. - Access live streams with around-the-clock news coverage on CBS News 24/7, scores + highlights on CBS Sports HQ and entertainment news on Mixible, plus 20 live channels of curated favorites. - Create up to 6 individual profiles for each member of your household. Have kids? Use our Kids Mode profile feature. - Save your faves with our watchlist feature, My List. Get even MORE on the Premium plan: - Watch ad-free* shows and movies. - Stream your local CBS station live. - Catch the best in live events including March Madness®, The Masters Tournament, The GRAMMYs and more. - Stream all of SHOWTIME, including SHOWTIME East and West live. Sign up for Paramount+ now. See prmntpl.us/SubscriptionPlans for more details on plans and pricing. Download the app to get started. *Plans include trailers & sponsorship or similar. Live TV has ads. Content availability subject to change. Please note use of the Paramount+ app is limited to the United States. Paramount+ promotional offers for new subscribers only. Live TV subject to availability. Prices shown are in U.S. dollars. Other restrictions apply. Your subscription will automatically renew after any applicable promotional period and your Apple ID account will be charged the subscription price on a recurring basis until you cancel. You can cancel your subscription at any time through your Apple ID account settings. If you cancel your subscription, the cancellation will go into effect at the end of your current subscription period, as applicable. You will have continued access to the Paramount+ Service for the remainder of your paid subscription period. Please note: This app features Nielsen’s proprietary measurement software which will allow you to contribute to market research, like Nielsen’s TV Ratings. Please visit http://www.nielsen.com/digitalprivacy for more information. Paramount+ Terms of Use: https://pplus.legal/terms Paramount Privacy Policy: https://privacy.paramount.com/policy Children’s Privacy Policy: https://privacy.paramount.com/childrens Additional Privacy Rights: https://privacy.paramount.com/en/policy#additional-information-us-states Do Not Sell My Personal Information: https://privacy.paramount.com/app-donotsell"
18,Crunchyroll: Anime Streaming,https://play.google.com/store/apps/details?id=com.crunchyroll.crunchyroid,4.638186,"100,000,000+",Varies with device,"Dec 20, 2010","Jun 15, 2026","Crunchyroll, LLC",support@crunchyroll.com,https://www.crunchyroll.com,,"WATCH THE MOST POPULAR AND TOP-RATED ANIME ANYTIME, ANYWHERE Stream new episodes, classic favorites, and anime movies with the Crunchyroll app. Whether you love action-packed anime, heartwarming slice-of-life stories, or fantasy adventures, Crunchyroll offers the largest anime collection online, featuring a massive library of anime shows and movies available on your favorite device. Watch anime ad-free and in high quality—all in one place. EXCLUSIVE MUSIC VIDEOS AND CONCERTS Get access to thousands of music videos, concert exclusives, and special performances from top artists worldwide. Watch unique behind-the-scenes footage, live performances, and carefully curated playlists that bring anime soundtracks and J-pop sensations to your screen. APP FEATURES ■ Watch anime subbed and dubbed—choose from multiple languages (dub availability varies). ■ Create Crunchylists—make playlists of episodes and favorites. ■ Explore every genre—action, adventure, romance, comedy, supernatural, fantasy, slice of life, and more. ■ Stay up-to-date with simulcast episodes—watch shortly after they air in Japan. ■ Discover Crunchyroll Originals—watch exclusive anime titles created in collaboration with top studios. ■ Enjoy interactive recommendations—get personalized suggestions based on your viewing habits. ■ With Crunchyroll Premium save with the annual plan. ■ Ad-free streaming—enjoy your favorite anime without interruptions. ■ Early access to new episodes—watch shortly after they air in Japan. ■ Offline viewing—download episodes to watch anytime (available for Mega Fan and Ultimate Fan members). ■ Multiple device streaming—watch on up to six devices simultaneously with Ultimate Fan membership. ■ Crunchyroll Game Vault—play exclusive mobile games with no ads or in-app purchases (Mega Fan and Ultimate Fan members). STREAM THE LARGEST ANIME LIBRARY Over 2,000 titles available, including Crunchyroll exclusives, such as Solo Leveling, Kaiju No. 8, Gachiakuta, Tower of God, and more! ANIME SHOWS ■ One Piece ■ Solo Leveling ■ Attack on Titan ■ My Hero Academia ■ Frieren: Beyond Journey’s End ■ Blue Lock ■ The Apothecary Diaries ■ Dan Da Dan ■ Jujutsu Kaisen ■ Demon Slayer ■ Naruto Shippuden ■ Vinland Saga ■ Dragon Ball: DAIMA ■ And more ANIME MOVIES ■ Suzume ■ Dragon Ball Super: Super Hero ■ Jujutsu Kaisen 0 ■ My Hero Academia: You’re Next ■ Demon Slayer: Mugen Train ■ One Piece Film Red ■ Your Name ■ And many more DOWNLOAD NOW AND START WATCHING THE BEST ANIME SERIES AND MOVIES—ALL IN ONE PLACE IN-APP PURCHASING AND AUTO-PAY INFO ■ Your account will be automatically charged upon confirming membership. ■ Membership auto-renews unless turned off at least 24 hours before renewal. ■ Your account will be charged monthly for renewal within 24 hours before the current period ends. ■ Subscription pricing may vary based on region and selected membership tier. Privacy Policy: https://www.sonypictures.com/corp/privacy.html Terms of Service: https://www.crunchyroll.com/tos"
19,Samsung TV Plus - TV & Movies,https://play.google.com/store/apps/details?id=com.samsung.android.tvplus,3.757884,"100,000,000+",Varies with device,"Sep 22, 2020","Jun 15, 2026","Samsung Electronics Co.,  Ltd.",noreply.sec@samsung.com,http://samsungtvplus.com,,"Watch Samsung TV Plus on the go with our mobile app. Everything you love about TV at zero cost. Choose from 350+ live TV channels and 1000s of movies and shows on demand, all for free Stay up to date with live local and national news, with ABC News Live, CBS News, LiveNOW from FOX, NBC News NOW, CNN Replay, Bloomberg Originals, and more. With a huge variety of live TV channels and on demand shows and movies, with more added all the time, you can binge popular shows with full seasons like “The Walking Dead,” “Dateline,” “Law & Order,” “Top Gear,” “Hell’s Kitchen,” “Conan O'Brien TV,” “Dr. Who,” and more. Stay entertained with free blockbuster hits on Paramount Movie Channel, Hallmark Movies & More, The Movie Hub, CINEVAULT: Classics, and more. Check back often and don’t miss the latest new channels, shows and movies that are added all the time. FREE TV. No need to pay for another subscription - get live TV channels and on demand movies and shows for free. SOMETHING FOR EVERYONE. Hundreds of free live TV channels spanning news, entertainment, movies, sports, and more so there’s always something for everyone. JUST SWITCH ON. Samsung TV Plus is a free TV experience that’s like cable but without the contract or set-top box. Get instant access to free TV that’s built into your Samsung devices so you don’t need to download another app. For more information on Samsung and Samsung TV Plus, please visit: samsung.com/tvplus Available for free on 2016 – 2023 Samsung Smart TVs, Galaxy devices, Smart Monitors, Family Hub refrigerators, and the web. Internet required to stream."
20,Browser TV Web - BrowseHere,https://play.google.com/store/apps/details?id=com.tcl.browser,4.558394,"50,000,000+",8.08.010_a48d7e6_260605_gp,"May 24, 2021","Jun 7, 2026",TCL Group,browse.here@tcl.com,https://www.tcl.com,,"TV browser BrowseHere, the TV internet web ad-block Videoplay browsers available for free for Google TV Android TV and Android TV box and Set-top Box. You can easily stream movies, TV shows, anime, videos, download content seamlessly and surf the web without ads. With built-in Android TV, Google TV and Android TV box support, it is fully functional with the TV remote. It includes features such as bookmarks, browsing history, search engine shortcuts, fast downloading and cookie blockers. Main features: ★It is FREE No in-app purchases. Use at your pleasure. ★Web Video Player: Play video on the web Enjoy videos on the big screen with features like bookmark and subtitles. And easier to operate by remote. ★Voice Input: Speak & Search in any language Say goodbye to typing with your remote! We now support you to search for stuff using your voice. And it supports any language you speak! ★Integrated IPTV Player: Watch live TV channels from your IPTV provider IMPORTANT! BrowseHere doesn't provide any TV sources. You need to add a playlist from your IPTV provider to be able to watch live TV channels. ★Ad Blocker: Say goodbye to annoying ads BrowseHere's built-in ad-blocking technology is more efficient than other free adblocker browsers. If the switch is turned on, BrowseHere will automatically block annoying ads. Disruptive pop-up, video and banner ads. ★Download Download files in all formats—APKs, videos, images, and more—directly from the internet by browsing websites, entering URLs, or using short codes like those in the Downloader app, all at fast speeds. Enjoy a streamlined download process with trackable status, allowing you to manage downloaded files seamlessly. Our powerful and reliable security checks ensure safe downloads every time. ★Free Movies & Anime No need to search for free content, you can now embrace brilliant FREE content from the World Wide Web on our home page. ★Keeping up with the Trendings We now deliver the trending searches. This feed offers an unfiltered view of top and breaking news articles from around the world. ★Bookmarks Bookmarks help save your favorite websites and provide quick navigation for revisiting later on. ★History The history list helps with recollection. Both will save you time looking for your favorite websites. We respect your privacy. The app itself does not collect or share any user information such as location or cookies. ★Input from Mobile Phone With the QR Code webpage, you send to URL address to the TV without a remote and keyboard on your television (only specific TV models supported). ★You May Interest: Personalized content recommendations Eliminate the dilemma of choosing what to watch with our intelligent content recommender. Discover your unique viewing vibe across genres, with personalized picks tailored to your taste. The smart You May Interest feature makes every viewing effortless and enjoyable. Other features: *Quick search by Google search engine *Webpage Zoom in and Zoom out *Scroll Mode for faster webpage up and down *No more physical mouse needed Your feedback is valuable for BrowseHere Browser. Whenever you have any issues or suggestions while using BrowseHere, you can join our Telegram channel: https://t.me/browsehere Compatibility with all TVs and set-top boxes. Supported TVs and Streaming devices Models (include but are not limited to the following Android TV OS and Fire OS devices): TCL Android TV (Beyond TV, Union TV, Smart TV) Sony TV XIAOMI TV Mi TV Stick Mi Box AirTV TV AT&T TV EPSON TV Hisense TV JBL TV NVIDIA TV PHILIPS TV SONY TV SKYWORTH TV Amazon Fire TV/ Fire Stick Amazon Fire TV Cube MeCool Android TV Box MI BOX T95 Pendoo Dynalink X88 PRO 20 HKMLC MYPIN H96 MAX A95X Easytone smart tv box Nokia Smart TV Hitachi TV Akai TV Realme TV Toshiba TV Blaupunkt Satelit Kivi TV MeCool Android TV Box Dynalink Geotex Beelink Mecool X96 X88"
